Year,Gender,Alcohol Abuse,Tobacco Prevalence,GDP per Capita,Doctors,Nurses and Midwifes,Air Pollution Death Rate Total,Universal Heath Care Coverage,Birth Rate,Government Expenditure Health,Vegetable Consumption,Fruit Consumption Apples,Diet Calories Fat,Diet Calories Carbohydrates,Basic Drinking Water Services,Clean Fuel and Technology,Total Population,Death Rate,Life Expectancy
2021,Female,12.63,14.45,12606.54,5.01,7.62,57.93,50.28,21.68,7.28,315.46,162.94,44.85,49.63,96.67,96.36,42410368.0,5.66,88.0
2018,Male,15.54,16.33,73534.15,3.15,7.85,79.16,22.89,17.38,6.18,68.62,124.2,43.85,40.42,67.92,99.46,1936659.0,2.0,88.0
2023,Both,17.89,21.96,17533.84,6.7,4.36,42.07,40.33,12.94,2.85,174.06,115.73,31.99,52.75,66.79,86.8,16255539.0,7.96,88.0
2021,Female,8.72,16.11,32089.29,1.8,5.4,114.11,75.86,21.5,3.26,239.52,37.45,30.2,46.97,63.25,33.81,29640037.0,8.7,88.0
2023,Both,15.02,19.67,42245.45,3.55,6.86,117.66,48.83,40.26,9.6,161.01,89.8,41.11,57.34,79.5,81.0,75303656.0,9.47,88.0
2013,Both,13.91,20.64,9725.2,2.98,9.44,18.76,32.66,23.5,2.25,210.38,117.86,33.45,47.2,64.24,42.49,51115257.0,9.33,88.0
2014,Male,9.25,29.15,61408.05,7.32,14.38,44.54,28.46,19.74,2.52,111.2,33.1,44.36,52.04,94.1,69.85,40856400.0,2.11,88.0
2021,Male,16.83,13.8,21181.67,7.37,8.54,28.92,27.6,35.35,11.05,220.71,37.83,43.02,45.01,68.69,92.56,39125271.0,2.0,88.0
2013,Male,8.31,37.17,41555.83,5.28,11.24,26.48,72.73,15.98,9.04,90.37,178.96,40.19,60.7,77.09,56.61,62420061.0,4.68,88.0
2010,Female,11.05,22.5,41582.83,1.06,12.3,61.46,69.01,17.48,2.04,288.83,73.16,26.8,63.14,78.83,95.02,25958056.0,6.88,88.0
2019,Both,3.7,33.25,45515.94,3.96,2.59,69.84,61.48,42.63,5.12,225.14,75.96,39.04,50.08,68.84,79.59,7652532.0,6.98,88.0
2021,Female,5.61,8.26,4917.06,2.11,10.14,53.95,60.03,11.02,9.63,194.58,60.24,44.75,51.22,88.23,51.07,54195760.0,6.56,88.0
2023,Both,15.45,23.8,13311.51,7.1,7.75,36.34,32.25,23.34,6.18,66.4,123.36,32.47,64.57,86.14,36.64,26388379.0,7.06,88.0
2022,Female,8.34,6.13,12760.46,1.28,9.01,37.04,60.05,29.34,6.69,199.93,95.69,42.63,43.55,89.24,87.07,26114868.0,6.24,88.0
2011,Male,8.31,32.04,23212.2,0.62,1.54,119.09,24.8,16.52,6.59,219.07,146.47,33.16,60.22,82.27,62.06,36431747.0,14.61,82.12
2020,Male,5.94,18.75,11552.63,5.69,13.69,111.22,94.07,18.4,4.02,129.7,102.0,44.43,54.18,75.71,35.09,19494448.0,5.7,88.0
2021,Female,9.87,42.97,69206.56,3.74,14.34,13.73,24.64,16.21,9.21,253.28,22.47,38.07,62.02,75.2,37.22,73744032.0,2.12,88.0
2019,Female,14.89,17.96,38861.22,6.74,1.05,80.5,53.88,20.77,3.03,73.03,97.23,26.93,47.31,87.24,97.69,67772937.0,8.98,88.0
2021,Female,16.32,27.55,47069.28,0.78,3.98,57.54,20.05,41.24,7.07,112.61,28.83,34.58,47.4,71.97,47.01,79287958.0,10.25,86.79
2021,Male,3.12,15.3,27325.62,6.45,3.52,84.21,82.89,23.97,3.7,271.26,152.29,25.99,48.15,74.68,97.66,77167449.0,3.86,88.0
2016,Both,11.2,29.8,21297.46,0.49,11.94,73.65,33.29,23.46,2.47,94.17,38.19,32.9,40.42,62.37,77.68,25224982.0,9.06,88.0
2010,Male,9.48,23.68,38135.75,0.42,9.37,107.26,93.99,22.3,3.43,123.66,54.71,43.31,44.25,85.58,51.03,30509777.0,8.59,88.0
2016,Both,11.83,19.83,22638.76,3.8,3.48,12.7,23.52,43.67,10.69,245.26,93.59,29.64,64.86,58.46,56.86,55890813.0,5.02,88.0
2012,Male,9.16,13.15,26298.53,1.93,12.4,45.2,85.66,12.34,3.76,268.65,51.23,44.01,46.22,99.57,84.39,1366088.0,3.6,88.0
2011,Male,8.38,9.46,34394.11,4.83,5.95,118.33,72.53,40.26,4.78,65.45,106.28,27.0,40.5,61.47,60.48,79511722.0,6.93,88.0
2011,Female,9.55,9.8,38325.44,0.4,7.45,25.96,39.98,20.1,3.38,87.98,93.71,38.3,46.96,72.23,35.23,966362.0,5.74,88.0
2019,Female,11.31,44.96,73836.1,0.48,6.42,19.64,36.19,43.39,9.36,183.84,172.4,44.31,50.21,65.7,46.09,42565725.0,7.36,88.0
2017,Female,10.02,21.49,17370.54,5.87,8.3,88.83,48.61,19.66,6.45,227.84,34.14,38.08,53.69,68.08,90.22,53529155.0,10.09,88.0
2017,Female,9.55,5.08,37007.83,1.84,7.72,94.41,86.27,11.07,11.44,186.13,112.28,42.98,41.71,69.51,78.73,73140290.0,3.41,88.0
2020,Both,15.09,43.12,11893.77,5.32,4.84,82.31,88.96,27.24,8.64,244.12,135.26,44.82,59.76,87.33,65.07,51566492.0,8.78,88.0
2017,Female,13.93,5.8,26769.94,6.05,6.94,94.26,34.02,16.43,7.31,276.8,40.42,37.84,60.64,62.95,47.18,47797807.0,7.37,88.0
2018,Female,7.46,21.74,54024.46,0.66,13.72,84.78,48.28,35.86,8.57,334.86,121.83,40.65,45.33,66.87,63.22,24098708.0,7.48,88.0
2011,Female,14.81,33.7,13745.09,6.2,8.04,20.61,39.0,32.32,2.4,154.96,158.28,25.64,59.96,59.55,85.22,47314619.0,8.09,88.0
2021,Male,15.66,41.58,43936.27,2.29,13.83,74.95,29.81,33.4,11.51,98.93,146.01,33.55,49.04,69.92,35.71,60001151.0,9.76,88.0
2016,Female,4.46,33.52,31719.22,3.24,8.7,94.34,71.72,15.16,11.56,129.23,169.63,30.77,50.58,97.36,99.63,41295775.0,5.33,88.0
2012,Male,11.32,23.55,4627.2,0.88,11.76,104.53,47.67,34.22,4.76,94.45,135.29,41.48,63.41,72.1,90.18,62392860.0,11.47,88.0
2021,Female,6.56,43.98,70034.18,6.74,5.11,33.32,38.03,19.52,8.28,168.27,83.04,38.55,62.3,89.98,52.26,5662082.0,2.56,88.0
2020,Male,13.83,6.57,31489.35,4.57,12.07,19.65,89.28,44.95,4.02,311.77,167.27,37.29,49.38,75.78,90.94,26896658.0,2.0,88.0
2010,Both,5.82,44.48,58967.35,4.14,4.7,94.83,79.87,35.08,7.47,154.12,56.06,43.63,52.2,75.23,77.72,76789133.0,6.99,88.0
2012,Female,12.74,38.98,31690.46,7.75,1.27,34.5,81.9,29.85,9.71,94.65,113.39,26.78,47.16,92.08,76.64,25943209.0,6.04,88.0
2010,Both,6.08,42.16,70352.14,2.81,3.25,8.67,23.14,40.08,11.4,206.79,142.51,44.08,52.89,56.21,39.78,49786239.0,7.16,88.0
2013,Female,10.18,15.19,22352.9,7.15,1.3,99.9,93.21,29.8,5.39,347.58,159.56,27.02,57.05,93.92,93.41,41638792.0,5.62,88.0
2011,Male,17.18,10.7,31387.51,5.81,14.26,63.19,65.98,28.45,8.94,106.45,166.65,31.94,42.32,76.83,61.52,74936259.0,2.0,88.0
2019,Both,8.1,31.53,57107.73,7.44,15.0,42.56,60.3,16.78,9.16,283.36,33.6,37.61,63.0,70.8,86.23,13105473.0,2.0,88.0
2017,Female,16.01,25.63,26300.11,7.28,11.67,6.31,20.85,33.09,4.21,297.01,136.17,31.83,57.97,95.81,50.97,24021109.0,5.5,88.0
2023,Both,17.79,25.93,27835.29,7.93,2.51,9.06,91.81,21.86,8.29,170.4,52.66,38.65,42.42,70.29,51.56,69003947.0,4.24,88.0
2020,Female,16.0,41.98,74615.88,1.23,13.59,96.15,63.51,9.59,8.55,235.87,144.66,40.51,61.72,99.0,97.53,53329583.0,5.4,88.0
2018,Female,4.65,29.8,42026.6,6.41,11.41,61.32,86.01,38.19,9.64,179.71,132.11,41.57,58.59,97.14,64.77,43489644.0,4.47,88.0
2017,Both,15.11,17.44,51952.03,6.48,5.65,22.22,72.44,9.92,12.0,128.7,49.02,28.59,47.83,67.06,34.19,31652541.0,2.0,88.0
2010,Female,2.51,21.0,48544.9,5.23,8.03,46.23,83.74,32.88,2.4,177.84,153.25,28.64,53.04,70.33,88.5,32964103.0,2.81,88.0
2010,Male,8.29,10.34,62231.97,2.38,10.26,24.01,75.43,13.8,4.02,78.59,93.89,26.05,61.5,91.55,45.91,74800322.0,2.0,88.0
2018,Female,15.93,12.69,64747.42,7.73,1.34,17.98,93.68,24.01,3.45,262.09,107.02,34.82,64.2,63.8,91.51,53718941.0,2.0,88.0
2010,Female,13.02,10.73,42593.61,1.79,8.02,36.78,38.04,39.79,3.54,298.76,175.42,27.75,47.03,87.94,94.15,74334961.0,4.96,88.0
2010,Both,10.52,37.41,22656.06,4.1,11.25,68.19,36.17,11.49,6.54,142.22,125.06,31.37,56.26,60.81,35.09,77777670.0,10.37,88.0
2013,Female,8.21,33.19,2491.78,4.27,3.64,29.15,77.0,32.68,10.79,219.94,114.17,41.81,61.51,64.25,70.77,43805940.0,6.64,88.0
2022,Female,15.0,26.21,46388.72,1.46,7.21,44.52,60.11,30.67,6.49,119.64,22.68,43.97,64.7,77.52,98.71,48830127.0,5.65,88.0
2016,Both,13.35,19.97,62049.79,5.84,8.46,59.96,67.93,40.1,8.68,88.24,51.87,41.44,41.77,88.56,95.16,52543558.0,2.0,88.0
2019,Female,9.49,31.74,34230.05,0.89,11.3,53.3,76.68,14.39,5.76,249.09,24.25,25.01,52.59,88.27,66.77,67149603.0,6.04,88.0
2015,Both,16.28,37.52,13021.2,5.61,14.5,19.79,63.79,37.59,5.2,90.23,73.33,36.36,61.84,82.4,77.63,52759830.0,5.82,88.0
2012,Female,5.68,40.25,22175.69,6.82,12.88,9.47,83.02,24.65,10.34,284.59,75.12,28.33,40.08,67.25,72.3,9260329.0,4.16,88.0
2015,Male,4.73,26.88,38641.18,2.93,9.7,9.08,45.51,23.86,8.56,131.53,104.85,32.51,50.93,73.69,44.23,75400166.0,3.95,88.0
2011,Both,12.28,37.8,62881.75,5.73,9.17,45.27,88.72,21.39,5.51,295.55,130.36,33.56,54.6,66.08,75.71,52908655.0,2.94,88.0
2020,Male,17.55,25.45,13544.08,1.42,9.44,87.66,28.61,22.27,11.14,160.55,48.7,43.86,53.16,67.47,53.32,69606390.0,9.82,88.0
2012,Male,5.96,23.98,46221.52,6.8,8.63,20.09,70.72,27.24,6.99,160.65,116.26,37.67,58.32,69.55,53.66,34036546.0,2.0,88.0
2015,Female,5.99,39.62,56699.95,7.63,1.83,95.5,91.21,11.95,3.88,275.17,166.72,30.35,41.64,81.95,59.4,38029837.0,7.62,88.0
2023,Both,4.23,20.45,70254.73,1.39,10.78,87.3,40.22,23.73,6.83,203.08,49.6,37.86,59.64,64.34,89.65,55139623.0,4.54,88.0
2018,Both,15.77,20.84,9459.41,5.6,11.03,5.45,46.15,32.12,8.75,110.29,125.45,44.04,47.08,56.92,46.68,62134679.0,5.49,88.0
2016,Male,5.62,17.2,69538.26,4.15,8.17,8.08,44.44,26.43,5.67,305.12,27.29,26.18,60.61,86.16,47.56,6368851.0,2.0,88.0
2017,Male,10.05,25.75,45428.89,4.35,13.19,27.43,65.14,14.14,10.44,152.05,104.98,41.32,50.49,55.98,30.51,32646692.0,4.89,88.0
2020,Both,17.85,26.79,57689.26,5.71,10.41,11.45,53.03,21.43,7.33,80.83,138.65,29.34,41.07,98.69,40.85,61611525.0,2.85,88.0
2013,Male,2.19,31.42,4790.08,4.01,6.08,66.1,28.64,24.39,6.68,174.8,25.45,28.06,64.1,70.76,98.51,79379651.0,10.27,88.0
2018,Male,10.9,22.22,38356.19,4.88,1.28,9.56,91.3,32.75,10.59,222.19,73.39,42.98,59.51,55.3,60.37,1030232.0,3.89,88.0
2022,Male,10.2,13.71,46999.12,2.0,1.83,97.3,36.37,41.33,6.63,232.97,160.47,25.04,48.7,94.81,43.66,21258177.0,7.47,88.0
2018,Female,14.92,39.67,23567.07,3.15,5.93,61.69,62.73,28.36,6.14,300.68,56.08,39.82,46.75,81.99,97.6,37241402.0,9.64,88.0
2016,Both,7.68,18.84,32828.45,6.95,7.47,88.71,67.58,33.03,3.04,212.42,135.66,26.74,54.72,91.78,31.9,17913042.0,5.77,88.0
2012,Both,8.57,41.92,41928.92,1.06,3.34,91.33,23.26,10.86,5.62,117.11,117.96,37.36,64.68,74.58,63.89,2251084.0,10.04,84.81
2013,Both,4.69,13.29,41799.06,4.86,3.65,63.28,27.66,43.32,5.97,128.5,46.19,37.42,47.25,70.94,86.32,43209488.0,5.61,88.0
2023,Male,13.85,27.4,3906.13,1.64,4.22,111.42,97.74,19.66,3.81,80.25,138.67,42.26,63.71,84.48,84.1,51986949.0,12.26,88.0
2017,Female,14.56,26.46,33409.55,6.8,11.93,118.88,73.16,21.11,7.88,270.78,105.13,41.45,48.26,73.27,43.25,33343359.0,7.08,88.0
2014,Female,4.19,38.15,16665.31,4.72,11.8,46.31,22.69,16.25,3.44,81.78,37.92,38.7,57.6,80.03,79.55,29653259.0,10.2,88.0
2015,Male,8.3,10.55,68818.77,3.34,6.36,19.47,83.54,11.13,4.24,231.74,171.9,32.61,49.54,67.5,73.56,78850284.0,2.0,88.0
2018,Male,16.29,41.4,73262.24,2.15,3.41,46.77,60.68,37.23,7.61,229.08,98.71,28.33,42.13,69.97,77.27,38254529.0,3.91,88.0
2017,Male,2.04,26.26,23033.8,3.61,2.55,30.69,26.02,16.9,4.69,285.65,139.21,37.71,63.4,58.7,48.63,63865749.0,7.69,88.0
2019,Male,6.78,28.44,13798.76,7.67,2.22,66.07,74.46,18.46,8.4,72.39,54.83,34.94,44.1,90.16,86.75,23045216.0,4.73,88.0
2013,Female,10.88,25.41,17087.21,4.17,6.48,48.51,59.95,14.73,8.91,110.87,41.95,26.56,63.62,70.7,69.15,66432041.0,7.55,88.0
2019,Both,7.35,6.44,36249.22,3.86,1.64,60.25,36.39,44.07,5.01,322.87,138.61,44.11,42.58,98.87,80.76,65913605.0,4.13,88.0
2016,Male,6.35,24.88,65688.32,6.02,5.67,92.77,90.22,36.9,2.87,221.67,127.81,31.29,46.67,66.69,95.77,21489400.0,5.07,88.0
2023,Female,9.36,15.54,37902.69,3.16,14.46,36.51,43.31,42.41,6.89,187.31,63.86,25.04,63.02,76.38,89.88,52502811.0,4.41,88.0
2012,Both,4.9,18.71,4910.09,3.53,8.11,66.81,42.76,39.88,2.93,274.3,139.41,43.03,56.46,68.75,84.76,54592997.0,7.99,88.0
2012,Both,10.47,30.96,3759.51,2.83,12.52,43.54,41.82,41.53,7.15,320.76,100.8,36.54,44.74,86.23,50.28,35464981.0,8.15,88.0
2016,Both,13.31,24.91,17672.41,1.38,2.81,95.27,81.4,25.72,9.26,128.9,75.78,39.66,54.8,91.38,33.79,61925027.0,10.67,88.0
2017,Female,11.2,8.73,63333.63,5.77,4.75,78.55,76.49,14.31,8.2,320.44,145.9,28.05,44.51,76.92,70.23,24620132.0,2.89,88.0
2019,Both,3.49,7.92,46913.86,7.01,14.25,5.98,92.25,20.09,6.48,82.61,118.69,33.09,61.86,71.51,32.42,38793320.0,2.0,88.0
2015,Male,15.51,12.43,42571.47,7.26,6.37,80.91,38.35,18.82,11.46,343.3,101.16,37.9,41.25,88.51,79.99,79213121.0,4.02,88.0
2022,Female,4.8,12.64,24467.54,7.07,10.08,24.57,82.91,34.53,3.02,99.46,143.7,30.02,53.24,63.62,81.58,14376186.0,2.0,88.0
2016,Male,14.24,29.33,69763.37,3.72,14.67,88.31,65.84,8.95,10.8,129.87,107.17,39.03,41.59,81.98,69.4,11907839.0,2.57,88.0
2011,Female,7.77,12.11,25373.43,2.42,8.71,70.24,44.69,13.26,10.0,78.98,170.17,29.67,57.38,88.01,41.77,11461675.0,7.37,88.0
2011,Female,14.52,40.27,62752.88,5.18,5.27,51.17,22.84,33.27,6.2,291.1,150.89,29.18,63.39,67.12,91.3,79848931.0,10.35,88.0
2023,Male,5.3,13.39,67276.04,7.65,8.45,84.82,85.52,12.57,3.53,345.27,77.31,25.23,60.78,84.51,71.71,12877071.0,2.0,88.0
2011,Both,4.99,8.65,36663.46,5.87,1.76,103.51,39.29,9.79,3.56,139.09,94.39,30.64,49.29,88.09,66.04,15300115.0,5.23,88.0
2023,Male,9.95,40.03,67156.26,4.06,2.57,94.56,70.54,12.04,11.22,147.68,173.17,29.93,45.92,60.28,69.73,55613448.0,5.92,88.0
2013,Male,2.53,16.81,21338.8,5.57,1.1,67.72,63.91,33.55,4.34,133.69,163.23,40.29,43.03,69.58,35.8,60783780.0,7.57,88.0
2011,Male,5.6,22.02,49655.76,6.23,13.38,88.11,20.36,13.16,10.74,96.45,50.59,36.39,61.84,73.28,81.83,42212198.0,3.2,88.0
2014,Female,13.58,43.36,7326.91,7.37,10.4,52.6,99.55,13.41,7.03,286.23,63.89,28.56,42.03,89.92,34.25,78615263.0,7.0,88.0
2018,Male,15.4,42.77,35965.92,6.15,5.18,95.74,85.15,16.52,6.62,68.22,78.31,36.36,55.72,80.54,70.49,3208820.0,8.38,88.0
2015,Female,3.29,33.6,16926.02,3.58,4.1,100.34,58.92,35.78,8.2,340.33,160.78,29.51,49.18,75.23,41.85,49703587.0,11.13,88.0
2020,Male,16.11,7.76,5457.04,2.33,10.56,20.79,74.43,15.41,4.15,328.19,168.39,33.51,64.89,69.34,44.54,48556899.0,6.04,88.0
2018,Both,14.76,28.73,1076.43,4.1,13.87,32.37,58.13,9.31,6.28,85.53,148.37,42.76,52.72,55.18,46.33,25767459.0,7.63,88.0
2015,Both,15.91,44.56,24896.61,2.76,5.19,36.05,79.57,41.52,11.38,208.86,64.11,39.39,53.72,55.91,31.0,71965294.0,8.36,88.0
2018,Female,13.17,42.88,44543.17,7.55,5.5,24.1,30.75,40.42,4.38,347.86,161.93,38.02,62.95,65.82,92.43,44275248.0,6.15,88.0
2023,Female,12.79,9.24,34578.09,4.16,12.96,50.14,55.71,14.84,11.22,305.79,25.26,30.63,64.24,60.25,86.3,19782587.0,2.0,88.0
2015,Both,10.4,20.84,23191.28,3.88,13.51,27.2,46.84,17.82,11.94,264.54,87.65,27.49,54.59,60.38,32.19,7159845.0,3.94,88.0
2012,Both,12.44,17.62,74347.04,2.92,13.8,73.49,56.77,14.98,2.52,56.74,80.42,40.06,59.9,82.12,33.99,8658800.0,4.34,88.0
2015,Female,16.71,10.19,70512.76,5.19,5.1,16.69,56.04,34.62,7.31,70.51,105.64,36.36,55.87,82.25,84.8,71796607.0,2.0,88.0
2021,Both,3.61,32.79,10123.48,4.26,2.68,36.04,31.45,17.25,3.72,288.21,109.7,37.46,50.69,57.01,30.48,20099670.0,8.71,88.0
2013,Both,7.05,15.95,31600.97,1.21,7.16,81.53,98.12,42.46,8.22,162.93,56.06,44.5,41.43,81.73,62.83,72569724.0,6.84,88.0
2023,Both,3.16,18.79,48944.44,6.98,5.14,50.83,21.24,38.62,11.9,250.53,52.73,31.97,57.94,61.56,37.51,9697421.0,4.11,88.0
2018,Female,17.12,8.61,55225.02,3.0,13.37,53.47,20.81,29.77,10.97,271.75,148.57,41.01,57.51,71.98,71.41,78716427.0,2.0,88.0
2018,Male,9.12,24.92,27984.81,3.57,1.51,96.76,49.88,8.33,11.25,176.66,32.19,36.18,42.92,99.54,99.88,66684591.0,7.27,88.0
2014,Male,12.81,11.33,56174.11,1.8,9.87,118.22,69.63,40.7,4.13,93.01,98.93,29.71,45.75,78.49,42.04,9386676.0,5.42,88.0
2022,Female,15.46,22.28,10011.93,4.52,13.69,69.98,34.37,34.93,7.42,166.01,50.66,26.06,58.3,56.54,96.97,6975915.0,9.12,88.0
2010,Female,17.86,10.73,25420.5,5.68,14.67,14.09,62.66,37.15,4.35,311.31,71.13,37.32,43.74,70.64,90.58,64294631.0,2.17,88.0
2014,Female,4.59,43.15,53959.34,7.07,10.1,16.83,77.82,10.66,10.99,149.33,64.37,30.95,57.27,85.19,99.01,6337494.0,2.0,88.0
2015,Female,14.79,10.8,47225.66,0.6,14.3,116.38,27.52,34.22,3.91,68.79,133.36,38.91,57.95,65.11,83.63,21048261.0,7.62,88.0
2016,Female,16.2,25.88,62921.0,7.79,2.06,83.11,98.75,37.77,3.54,337.74,92.96,39.01,48.83,98.4,89.99,64119860.0,2.0,88.0
2016,Both,2.78,12.88,4276.79,5.69,6.03,91.53,46.94,43.4,2.12,254.2,67.91,34.11,46.45,74.14,71.62,72615643.0,10.64,88.0
2012,Male,14.07,8.05,13739.87,2.42,1.12,82.71,71.39,29.48,3.82,212.26,153.02,35.73,49.33,55.95,90.71,61435399.0,9.82,88.0
2013,Male,7.68,13.09,4398.3,1.79,14.74,25.66,28.86,26.8,3.9,298.73,33.73,37.53,48.98,79.33,37.81,71202436.0,6.48,88.0
2011,Both,12.38,7.19,15054.88,2.51,13.64,56.56,76.76,23.74,2.77,173.35,142.62,34.37,55.18,85.43,81.92,44835076.0,5.54,88.0
2018,Both,10.22,10.58,1117.78,7.03,1.39,96.78,87.24,33.95,10.68,345.53,59.73,42.55,58.6,75.52,74.01,62390932.0,8.16,88.0
2014,Both,6.16,24.74,38212.4,2.47,1.25,104.63,28.42,42.07,9.8,307.27,166.88,26.52,61.54,96.77,34.19,27600488.0,9.38,88.0
2017,Both,4.16,31.07,40000.93,3.81,6.14,32.29,30.07,30.19,4.54,134.16,20.89,44.6,40.75,95.59,50.41,62838604.0,8.32,88.0
2018,Both,3.87,8.49,49615.57,5.7,4.62,73.54,42.48,16.41,9.83,161.31,109.07,25.67,58.16,61.25,45.13,54411299.0,6.97,88.0
2019,Male,3.65,22.64,29360.5,7.0,12.86,23.07,20.95,8.65,6.22,132.72,119.56,29.16,47.85,58.6,58.36,46028922.0,4.2,88.0
2017,Female,12.2,28.25,1038.01,5.34,3.25,115.2,98.88,30.91,9.76,247.8,112.37,39.17,60.97,69.05,43.88,79384876.0,10.04,88.0
2019,Male,7.62,14.37,50802.72,6.07,12.07,34.0,67.87,39.99,5.23,241.8,150.4,26.7,41.89,82.37,49.24,37635384.0,2.0,88.0
2018,Female,5.47,19.88,4828.4,1.55,8.76,88.56,68.61,10.44,7.65,206.75,37.95,30.24,53.78,82.07,50.72,49577854.0,6.63,88.0
2019,Both,13.07,7.87,65069.85,7.04,6.28,31.58,96.72,22.71,5.82,339.75,86.49,28.08,53.72,67.22,71.99,40841464.0,2.0,88.0
2018,Male,12.99,13.81,2480.93,2.35,3.04,75.85,86.56,42.78,3.88,191.68,158.2,39.47,48.16,97.8,39.44,20914856.0,9.07,88.0
2014,Female,10.63,23.67,40161.25,1.2,14.97,80.82,85.14,26.56,7.86,285.12,162.2,36.58,64.26,68.83,46.88,26496202.0,6.92,88.0
2013,Male,16.96,44.62,67202.91,7.81,9.65,42.77,47.16,16.16,9.51,247.43,99.74,26.29,42.67,91.19,52.2,78304983.0,5.17,88.0
2021,Male,8.17,44.85,43278.73,1.77,7.15,99.17,46.79,21.09,9.53,205.46,109.27,34.2,43.41,92.44,61.43,31429626.0,8.49,88.0
2014,Male,15.37,44.18,45944.52,1.27,6.2,106.82,43.34,23.1,5.56,62.63,142.23,29.17,56.11,59.43,32.67,54384561.0,11.56,84.13
2017,Male,3.2,21.92,51375.52,5.08,13.68,103.33,47.74,12.34,7.19,247.25,144.74,44.35,52.86,65.46,99.94,45411071.0,6.49,88.0
2012,Both,13.84,8.23,9882.74,2.69,12.5,43.04,49.56,32.45,9.64,242.78,162.09,27.16,46.61,64.68,51.03,71195441.0,5.79,88.0
2016,Female,17.82,17.94,50879.59,1.24,12.36,90.6,31.2,29.91,2.54,87.46,155.02,36.96,47.61,96.38,50.11,60639437.0,6.92,88.0
2017,Both,15.55,14.51,66122.33,4.89,9.63,69.34,48.48,31.97,2.72,288.77,86.31,34.64,43.93,70.8,68.84,6544047.0,2.56,88.0
2018,Female,11.27,5.57,73087.19,6.12,13.43,73.15,55.74,30.6,5.76,190.1,123.96,36.56,61.69,92.64,89.78,28499806.0,2.0,88.0
2017,Male,12.03,8.81,33674.46,6.39,5.19,59.9,44.75,8.62,4.23,147.24,97.32,44.13,54.24,76.51,61.98,56981892.0,6.92,88.0
2015,Male,7.65,23.13,26362.26,1.41,10.85,74.03,33.23,14.46,5.75,297.19,38.87,31.83,46.12,75.57,47.42,12992409.0,9.65,88.0
2023,Both,12.87,18.59,56695.57,4.54,6.66,20.6,49.87,14.13,2.94,153.01,151.47,39.98,49.84,95.65,69.61,40324791.0,3.11,88.0
2017,Male,14.33,12.21,41081.27,6.55,9.4,52.02,58.47,11.62,7.92,236.56,116.28,33.95,62.67,74.84,63.81,25489747.0,4.85,88.0
2021,Both,17.97,33.64,19892.01,1.46,14.97,25.43,77.66,35.21,8.72,235.37,29.28,38.22,62.17,88.52,59.62,5273863.0,8.18,88.0
2020,Male,9.88,19.28,13574.12,1.82,14.78,37.21,76.9,12.45,9.92,65.84,128.3,32.31,41.73,74.1,98.87,79771972.0,4.92,88.0
2017,Female,2.98,39.07,13431.09,0.22,8.18,19.7,36.22,32.72,8.51,176.85,65.3,29.54,56.35,59.58,99.72,74356232.0,12.32,88.0
2022,Both,11.53,14.64,34870.94,4.29,9.03,29.44,22.93,14.6,5.96,116.83,31.08,26.67,43.82,57.39,69.34,59827340.0,4.89,88.0
2011,Male,3.9,26.54,13423.23,1.72,13.56,94.92,44.3,12.38,11.35,109.87,117.05,27.04,45.27,64.37,34.76,16161964.0,10.62,88.0
2022,Male,5.92,12.37,2263.15,5.85,14.8,68.23,32.57,14.01,9.26,246.49,137.15,44.19,61.61,87.5,69.68,79083243.0,5.3,88.0
2021,Both,7.26,24.81,4664.99,7.71,11.9,7.72,51.66,26.81,7.28,53.42,102.77,40.77,62.38,71.81,96.67,50500303.0,5.35,88.0
2017,Male,13.7,11.1,69797.43,1.83,1.91,95.68,98.35,31.88,4.07,340.72,20.9,29.9,42.07,75.43,94.8,77289427.0,3.69,88.0
2020,Female,4.94,11.46,6213.73,5.26,5.52,109.59,34.49,38.04,8.49,168.62,112.3,35.58,61.85,59.58,45.09,3502055.0,10.09,88.0
2017,Female,4.65,29.49,6230.01,1.85,13.55,106.25,45.51,12.76,7.92,139.64,21.06,39.28,58.21,83.04,43.31,13960310.0,13.74,88.0
2013,Male,2.72,15.55,34278.18,0.34,11.76,99.65,78.01,30.8,8.83,325.99,168.23,32.05,59.39,91.16,40.66,54212026.0,7.1,88.0
2021,Both,15.97,11.89,18986.44,6.12,11.39,119.1,60.73,36.63,9.81,196.0,62.77,33.8,59.8,83.11,87.38,72583659.0,7.02,88.0
2013,Both,13.1,42.19,72231.88,3.59,10.35,72.44,23.51,19.56,11.15,234.3,159.36,39.37,52.68,99.31,64.3,14144999.0,4.53,88.0
2014,Female,2.64,6.72,68395.15,7.58,6.81,115.7,32.94,10.95,11.49,258.76,21.94,29.55,63.67,55.74,53.66,25436149.0,2.46,88.0
2017,Both,2.45,27.61,30831.95,4.37,6.65,114.12,94.82,13.77,8.3,311.42,35.55,35.53,45.01,55.71,52.74,47095369.0,6.53,88.0
2021,Male,10.94,26.93,34095.88,1.43,12.33,41.02,28.25,11.39,11.66,88.92,92.23,29.2,52.62,77.5,49.28,79972916.0,7.32,88.0
2015,Male,6.52,15.02,28633.43,3.71,5.11,104.29,70.81,40.83,11.11,74.5,141.38,25.06,47.96,66.99,91.78,63993240.0,7.18,88.0
2016,Female,11.55,23.11,3609.67,1.78,10.59,96.13,83.39,21.94,2.03,348.11,170.81,38.81,60.56,85.89,58.68,73892666.0,10.48,88.0
